sebi_report_as_on_reporting_date_06oct2025,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6
ICICIBANK,ICICI BANK LTD DEPO SETT,2249532.00,31263.39,,,
AMBER,AMBER ENTERPRISES (I) LTD,153690.00,12068.15,,,
UNOMINDA,UNO MINDA LIMITED,248431.00,2992.76,,,
HDFCBANK,HDFC BANK LIMITED,4139303.00,38973.60,,,
VSTIND,VST INDUSTRIES LTD,1311898.00,3925.96,,,
TEJASNET,TEJAS NETWORKS LIMITED,4231338.00,30878.30,,,
BOSCHLTD,BOSCH LIMITED,14060.00,5532.73,,,
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,120785.00,9148.46,,,
INDUSTOWER,INDUS TOWERS LIMITED,5516541.00,19332.55,,,
WELCORP,WELSPUN CORP LIMITED,1592957.00,13510.25,,,
CHAMBLFERT,CHAMBAL FERT - DEPO SETT.,4735895.00,26281.04,,,
SIEMENS,SIEMENS LTD,360078.00,12620.53,,,
INOXWIND,INOX WIND LIMITED,21467034.00,35976.20,,,
JMFINANCIL,JM FINANCIAL LIMITED,12210943.00,19831.71,,,
POLYMED,POLY MEDICURE LIMITED,303179.00,6616.56,,,
DEVYANI,DEVYANI INTERNATIONAL LTD,9669024.00,16867.06,,,
SHRIRAMFIN,SEC RED NCD SR. VII,3720357.00,24391.22,,,
MPHASIS,MPHASIS LIMITED,181361.00,5141.25,,,
CYIENTDLM,CYIENT DLM LIMITED,656201.00,3361.15,,,
INDIGO,INTERGLOBE AVIATION LTD,506689.00,28529.66,,,
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2840521.00,4246.68,,,
ARE&M,AMARA RAJA ENERGY MOB LTD,1582097.00,16898.90,,,
SONATSOFTW,SONATA SOFTWARE LTD,2158754.00,8684.37,,,
TEXRAIL,TEXMACO RAIL & ENG. LTD.,8969345.00,14977.80,,,
BSE,BSE LIMITED,3990229.00,95145.18,,,
JKLAKSHMI,JK LAKSHMI CEMENT LTD,260531.00,2384.15,,,
KOLTEPATIL,KOLTE PATIL DEV. LTD.,313875.00,1392.91,,,
KOTAKBANK,KOTAK MAHINDRA BANK LIMIT,327747.00,6844.91,,,
DMART,AVENUE SUPERMARTS LIMITED,273960.00,12303.59,,,
FACT,FACT LTD,725618.00,7190.67,,,
VOLTAS,VOLTAS LTD,508927.00,7175.06,,,
EASEMYTRIP,EASY TRIP PLANNERS LTD,67987977.00,8408.96,,,
SWANCORP,SWAN CORP LIMITED,6366337.00,31991.64,,,
BRIGADE,BRIGADE ENTERPRISES LIMIT,750434.00,7763.18,,,
WESTLIFE,WESTLIFE FOODWORLD LTD,84028.00,640.38,,,
MOTILALOFS,MOTILAL OSWAL FIN LTD,1428888.00,12490.60,,,
SATIN,SATIN CREDIT NET LTD,429593.00,695.86,,,
ASTRAMICRO,ASTRA MICROWAVE LTD,1966061.00,17731.09,,,
EKC,EVEREST KANTO CYLINDERLTD,1317474.00,1973.28,,,
GODREJPROP,GODREJ PROPERTIES LTD,1138017.00,25493.63,,,
LODHA,LODHA DEVELOPERS LIMITED,1777265.00,22716.91,,,
HDFCLIFE,HDFC LIFE INS CO LTD,792765.00,6028.17,,,
ALLDIGI,ALLDIGI TECH LIMITED,31897.00,248.30,,,
PCJEWELLER,PC JEWELLER LTD,55894891.00,7952.36,,,
SPANDANA,SPANDANA SPHOORTY FIN LTD,708789.00,2466.73,,,
WAAREEENER,WAAREE ENERGIES LIMITED,1599127.00,54415.39,,,
ZYDUSWELL,ZYDUS WELLNESS LIMITED,275871.00,1267.42,,,
PETRONET,PETRONET LNG LIMITED,2667107.00,7916.50,,,
NIVABUPA,NIVA BUPA HEALTH INS CO L,6593913.00,5607.76,,,
AVL,ADITYA VISION LIMITED,139441.00,734.91,,,
DALBHARAT,DALMIA BHARAT LIMITED,48285.00,1090.13,,,
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,184730.00,3902.70,,,
ARVIND,ARVIND LIMITED,1313685.00,4439.28,,,
TDPOWERSYS,TD POWER SYSTEMS LTD.,716604.00,3759.56,,,
WABAG,VA TECH WABAG LTD,923835.00,13492.82,,,
CUB,CITY UNION BANK LTD,1256227.00,2548.65,,,
MANINFRA,MAN INFRA LTD,2202505.00,3813.53,,,
PNBGILTS,PNB GILTS LIMITED,3616257.00,3823.96,,,
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,292985.00,1533.15,,,
BSOFT,BIRLASOFT LIMITED,5201790.00,22858.42,,,
FIVESTAR,FIVE-STAR BUS FIN LTD,2064685.00,12287.66,,,
KSL,KALYANI STEELS LIMITED,273429.00,2374.61,,,
TI,TILAKNAGAR INDUSTRIES LTD,3548732.00,15756.34,,,
PARADEEP,PARADEEP PHOSPHATES LTD,6658801.00,12815.40,,,
ARVINDFASN,ARVIND FASHIONS LIMITED,492867.00,2612.99,,,
PNGJL,P N GADGIL JEWELLERS LTD,638377.00,3913.82,,,
TAJGVK,TAJ GVK HOTELS & RESORT,1061357.00,4670.02,,,
JINDRILL,JINDAL DRILLING IND. LTD,500047.00,3364.49,,,
PFS,PTC INDIA FIN SERV LTD,2028090.00,824.14,,,
ATULAUTO,ATUL AUTO LIMITED,253792.00,1294.76,,,
STYLEBAAZA,BAAZAR STYLE RETAIL LTD,729813.00,2545.66,,,
TFCILTD,TOURISM FINANCE CORP OF,53988421.00,27467.14,,,
SJS,SJS ENTERPRISES LIMITED,153712.00,1997.76,,,
SAREGAMA,SAREGAMA INDIA LIMITED,700381.00,3707.31,,,
NSIL,NALWA SONS INVESTMENT LTD,25537.00,1956.26,,,
BLISSGVS,BLISS GVS PHARMA LTD,697897.00,1130.43,,,
OIL,OIL INDIA LTD,3253191.00,14784.86,,,
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,18076402.00,11934.73,,,
ITDC,INDIA TOUR. DEV. CO. LTD.,214817.00,1425.79,,,
SHRIPISTON,SHRIRAM PIST. & RING LTD,55775.00,1419.84,,,
KARURVYSYA,KARUR VYSYA BANK LTD,2843853.00,6007.71,,,
KTKBANK,KARNATAKABANK-,15242369.00,28488.44,,,
NIITLTD,NIIT LIMITED,2900105.00,4169.59,,,
AJANTPHARM,AJANTA PHARMA LTD,81958.00,2191.87,,,
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,110368.00,577.18,,,
ORIENTHOT,ORIENT HOTELS LTD.,2615918.00,3683.59,,,
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,555834.00,2514.46,,,
TASTYBITE,TASTY BITE EATABLES LTD,8266.00,897.27,,,
AJMERA,AJMERA REALTY & INF I LTD,176637.00,1672.98,,,
CEMPRO,CEMINDIA PROJECTS LIMITED,912605.00,6661.94,,,
IGL,INDRAPRASTHA GAS LTD,1841485.00,3989.23,,,
JKPAPER,JK PAPER LIMITED,724944.00,2978.27,,,
SHARDAMOTR,SHARDA MOTOR INDS LTD,128873.00,1375.88,,,
KPIL,KALPATARU PROJECT INT LTD,192014.00,2360.49,,,
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,211010.00,2746.41,,,
MAMATA,MAMATA MACHINERY LIMITED,531515.00,2567.88,,,
TEAMLEASE,TEAMLEASE SERVICES LTD.,93946.00,1913.10,,,
STAR,STRIDES PHARMA SCI LTD,811521.00,6414.60,,,
PANACEABIO,PANACEA BIOTEC LTD.,378093.00,1578.95,,,
APARINDS,APAR INDUSTRIES LTD.,74392.00,6139.44,,,
PFOCUS,PRIME FOCUS LIMITED,1139311.00,2050.20,,,
GEEKAYWIRE,GEEKAY WIRES LIMITED,1781.00,1.39,,,
JUBLPHARMA,JUBILANT PHARMOVA LTD,469217.00,5247.91,,,
PFIZER,PFIZER LTD,58985.00,3175.26,,,
GILLETTE,GILLETTE INDIA LTD.,31884.00,3151.88,,,
DYNAMATECH,DYNAMATIC TECHNOLOGIES,77806.00,5444.29,,,
MVGJL,MANOJ VAIBHAV GEM N JEW L,274040.00,621.20,,,
EXICOM,EXICOM TELE SYSTEMS LTD,737262.00,1242.72,,,
INTELLECT,INTELLECT DESIGN ARENA,468359.00,4740.48,,,
KCP,KCP LTD,1395433.00,3032.54,,,
ORIENTPPR,ORIENT PAPER AND INDS LTD,3533873.00,1181.09,,,
GOLDCASE,ZERODHAAMC - GOLDCASE,1691960.00,296.80,,,
JAGRAN,JAGRAN PRAKASHAN LIMITED,740330.00,548.99,,,
REPCOHOME,REPCO HOME FINANCE LTD,915233.00,3768.01,,,
BHARATRAS,BHARAT RASAYAN LTD,10100.00,1079.65,,,
RSYSTEMS,R SYS INTERNATIONAL LTD,442291.00,2015.05,,,
GABRIEL,GABRIEL INDIA LTD,170968.00,1665.73,,,
JKCEMENT,JK CEMENT LIMITED,36689.00,2465.43,,,
MANGALAM,MANGALAM DRUGS AND ORGANI,5919.00,5.19,,,
TTKPRESTIG,TTK PRESTIGE LTD,105054.00,727.84,,,
GROWWRAIL,GROWWAMC - GROWWRAIL,1221396.00,450.02,,,
MONARCH,MONARCH NETWORTH CAP LTD,351384.00,1270.02,,,
CARRARO,CARRARO INDIA LIMITED,73652.00,337.44,,,
SANGAMIND,SANGAM (INDIA) LTD.,19854.00,89.89,,,
CPPLUS,ADITYA INFOTECH LIMITED,47773.00,647.22,,,
SUPRIYA,SUPRIYA LIFESCIENCE LTD,445381.00,3130.11,,,
BIGBLOC,BIGBLOC CONSTRUCTION LTD,71274.00,69.43,,,
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,22241.00,1347.63,,,
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,207557.00,938.88,,,
MAYURUNIQ,MAYUR UNIQUOTERS LTD,146881.00,819.46,,,
MMFL,MM FORGINGS LTD,265541.00,974.97,,,
TARSONS,TARSONS PRODUCTS LIMITED,1441347.00,5371.87,,,
ARMANFIN,ARMAN FIN SERV LTD,62956.00,995.29,,,
WINDLAS,WINDLAS BIOTECH LIMITED,225478.00,2056.55,,,
HEUBACHIND,HEUBACH COLORANTS IND LTD,31264.00,176.10,,,
HATSUN,HATSUN AGRO PRODUCT LTD.,54325.00,515.63,,,
NILKAMAL,NILKAMAL LIMITED,7068.00,123.17,,,
IGPL,I G PETROCHEMICALS LTD,98708.00,518.65,,,
MATRIMONY,MATRIMONY.COM LIMITED,17657.00,114.97,,,
SUBEXLTD,SUBEX LTD,797775.00,134.11,,,
NDRAUTO,NDR AUTO COMPONENTS LTD,28341.00,308.32,,,
ALLTIME,ALL TIME PLASTICS LIMITED,147676.00,422.77,,,
RADHIKAJWE,RADHIKA JEWELTECH LIMITED,449466.00,434.12,,,
DBEIL,DEEPAK BUILDERS & ENG I L,147859.00,265.16,,,
VERANDA,VERANDA LEARNING SOL LTD,6160713.00,14201.78,,,
KDDL,KDDL LIMITED,35432.00,964.69,,,
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,61200.00,249.86,,,
SHALPAINTS,SHALIM PAINTS LTD,903925.00,873.26,,,
SUMMITSEC,SUMMIT SECURITIES LTD,16975.00,365.18,,,
KECL,KIRLOSKAR ELECTRIC CO LTD,222518.00,307.65,,,
DONEAR,DONEAR IND. LIMITED,32668.00,34.56,,,
SAGCEM,SAGAR CEMENTS LTD,273942.00,733.30,,,
NILAINFRA,NILA INFRASTRUCTURES LTD,59670.00,7.52,,,
SAKHTISUG,SAKTHI SUGARS LTD,1077157.00,454.18,,,
VISHWARAJ,VISHWARAJ SUGAR IND LTD,196952.00,23.36,,,
MBLINFRA,MBL INFRASTRUCTURE LTD,167800.00,73.27,,,
NIFTYIETF,ICICI PRUD NIFTY ETF,500106.00,1370.86,,,
SANOFICONR,SANOFI CONS HEALTHC IND L,2626.00,134.59,,,
JLHL,JUPITER LIFE LINE HOSP L,16457.00,244.23,,,
LIQUIDADD,DSPAMC - LIQUIDADD,2243.00,24.46,,,
MIDCAPIETF,ICICIPRAMC - ICICIM150,4181179.00,915.37,,,
DREAMFOLKS,DREAMFOLKS SERVICES LTD,14903.00,32.68,,,
EVERESTIND,EVEREST INDUSTRIES LTD,6966.00,48.13,,,
SCHAND,S CHAND AND COMPANY LTD,128809.00,277.48,,,
BIRLACABLE,BIRLA CABLE LIMITED,13747.00,25.75,,,
MSPL,MSP STEEL & POWER LTD.,1093208.00,402.63,,,
AGSTRA,AGS TRANSACT TECH LTD,3262.00,3.15,,,
SILINV,SIL INVESTMENTS LIMITED,518.00,3.70,,,
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,224648.00,666.04,,,
NATCAPSUQ,NATURAL CAPSULES LIMITED,11200.00,31.07,,,
PYRAMID,PYRAMID TECHNOPLAST LTD,41924.00,73.56,,,
AURUM,AURUM PROPTECH LIMITED,149725.00,284.88,,,
LOKESHMACH,LOKESH MACHINES LTD,2133.00,5.78,,,
SGIL,SYNERGY GREEN IND. LTD,30655.00,169.52,,,
DSSL,DYNACONS SYS & SOLN LTD,99215.00,1078.89,,,
AGRITECH,AGRI-TECH (INDIA) LIMITED,3478.00,6.54,,,
CORDSCABLE,CORDS CABLE INDUS LTD.,6035.00,11.46,,,
NAHARINDUS,NAHAR INDS ENT LTD,12660.00,16.68,,,
ZODIAC,ZODIAC ENERGY LIMITED,137.00,0.62,,,
ROSSTECH,ROSSELL TECHSYS LIMITED,66092.00,487.12,,,
SYNCOMF,SYNCOM FORMU (I) LTD,193641.00,37.52,,,
EVINDIA,MIRAEAMC - EVINDIA,256804.00,78.73,,,
MIDSMALL,MIRAEAMC - MIDSMALL,1300525.00,631.97,,,
AXISTECETF,AXISAMC - AXISTECETF,13440.00,53.31,,,
SBISILVER,SBIAMC - SBISILVER,566183.00,763.68,,,
HDFCGROWTH,HDFCAMC - HDFCGROWTH,9801.00,11.98,,,
MOMENTUM,BIRLASLAMC - MOMENTUM,61042.00,19.34,,,
HDFCMOMENT,HDFCAMC - HDFCMOMENT,576113.00,186.43,,,
HDFCNEXT50,HDFCAMC - HDFCNEXT50,118512.00,81.78,,,
MOSMALL250,MOTILALAMC - MOSMALL250,2727902.00,471.36,,,
GROWWSLVR,GROWWAMC - GROWWSLVR,188984.00,266.34,,,
BSHSL,BOMBAY SUPER HYBRID SEEDS,10584.00,15.53,,,
MASPTOP50,MIRAEAMC - MASPTOP50,512106.00,318.98,,,
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,81024.00,45.15,,,
GROWWGOLD,GROWWAMC - GROWWGOLD,139789.00,157.00,,,
ITETFADD,DSPAMC - DSPITETF,23957.00,8.82,,,
AXISBPSETF,AXISAMC - AXISBPSETF,10511.00,1.36,,,
SMLT,SARTHAK METALS LIMITED,4221.00,4.76,,,
HCL-INSYS,HCL INFOSYSTEMS LTD,325.00,0.06,,,
CHEMFAB,CHEMFAB ALKALIS LIMITED,7111.00,49.78,,,
COASTCORP,COASTAL CORPORATION LTD,15592.00,6.17,,,
AARTECH,AARTECH SOLONICS LIMITED,800.00,0.42,,,
SADBHAV,SADBHAV ENGINEERING LIMIT,573023.00,75.78,,,
GSS,GSS INFOTECH LIMITED,548996.00,152.64,,,
VSTL,VIBHOR STEEL TUBES LTD,16975.00,29.27,,,
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,6185.00,14.83,,,
PVTBANKADD,DSPAMC - DSPPVBKETF,35646.00,9.66,,,
MAKEINDIA,MIRAEAMC - MAMFGETF,25690.00,37.96,,,
NIFTY1,KOTAK NIFTY ETF,62316.00,170.04,,,
URJA,URJA GLOBAL LIMITED,277756.00,40.41,,,
GOLDTECH,AION-TECH SOLUTIONS LTD,1700.00,1.15,,,
AVONMORE,AVONMORE CAP&MGT SERV LTD,19927.00,3.76,,,
INFRAIETF,ICICIPRAMC - ICICIINFRA,140028.00,131.19,,,
PSUBANK,KOTAK PSU BANK,25134.00,180.78,,,
MINDTECK,MINDTECK (INDIA) LIMITED,1991.00,4.98,,,
MMP,MMP INDUSTRIES LIMITED,32720.00,91.83,,,
TPHQ,TEAMO PRODUCTIONS HQ LTD,10025.00,0.07,,,
GROWWN200,GROWWAMC - GROWWN200,25140.00,2.83,,,
GROWWMOM50,GROWWAMC - GROWWMOM50,238875.00,25.61,,,
TECH,BIRLASLAMC - TECH,22922.00,8.90,,,
MIDQ50ADD,DSPAMC - DSPQ50ETF,29150.00,74.07,,,
LICNETFN50,LICNAMC - LICNFENGP,353.00,0.97,,,
IMPAL,IND MOTOR PART & ACC LTD,671.00,7.87,,,
EMKAY,EMKAY GLOBAL FIN SERV LTD,4275.00,16.67,,,
AMANTA,AMANTA HEALTHCARE LIMITED,350.00,0.48,,,
BRNL,BHARAT ROAD NETWORK LTD,2907.00,0.64,,,
THEINVEST,THE INVEST TRUST OF IND L,1715.00,2.42,,,
SURAJLTD,SURAJ LIMITED,939.00,2.95,,,
STEELCITY,STEEL CITY SECURITIES LTD,513.00,0.52,,,
UNIDT,UNITED DRILLING TOOLS LTD,3399.00,7.84,,,
LANCER,LANCER CONTAINER LINE LTD,2000.00,0.25,,,
500245,KIRLOSKAR FERROUS INDUSTRIES L,2.00,0.01,,,
BHARATGEAR,BHARAT GEARS LTD.,8910.00,11.18,,,
KANPRPLA,KANPUR PLASTIPACK LIMITED,150.00,0.35,,,
AARON,AARON INDUSTRIES LIMITED,891.00,2.16,,,
NAHARPOLY,NAHAR POLY FILMS LIMITED,1071.00,3.17,,,
HDFCLIQUID,HDFCAMC - HDFCLIQUID,1.00,0.01,,,
TCS,TATA CONSULTANCY SERV LT,4532184.00,145376.83,,,
UNIONBANK,UNION BANK OF INDIA,23533292.00,32287.49,,,
ZEEMEDIA,ZEE MEDIA CORPORATION LTD,2705098.00,367.29,,,
ACLGATI,ALLCARGO GATI LIMITED,1072985.00,802.33,,,
IRFC,INDIAN RAILWAY FIN CORP L,45206187.00,63868.32,,,
NCC,NCC LIMITED,13181658.00,30475.98,,,
CLEAN,CLEAN SCIENCE & TECH LTD,921937.00,12359.01,,,
LINDEINDIA,LINDE INDIA LIMITED,146750.00,9942.38,,,
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,3337578.00,22294.02,,,
RVNL,RAIL VIKAS NIGAM LIMITED,17135780.00,66404.82,,,
YESBANK,YES BANK LIMITED,347918371.00,73721.29,,,
IRB,IRB INFRA DEV LTD.,64236536.00,31896.28,,,
NESTLEIND,NESTLE INDIA LIMITED,592142.00,7028.83,,,
SBILIFE,SBI LIFE INSURANCE CO LTD,277654.00,5041.19,,,
BHARTIARTL,BHARTI AIRTEL LIMITED,1412276.00,26927.26,,,
ORIENTCEM,ORIENT CEMENT LTD.,2911435.00,7237.34,,,
IRCTC,INDIAN RAIL TOUR CORP LTD,3317573.00,26448.46,,,
GOLDBEES,NIP IND ETF GOLD BEES,19093929.00,17778.18,,,
ENRIN,SIEMENS ENERGY INDIA LTD,173727.00,5889.14,,,
KAYNES,KAYNES TECHNOLOGY IND LTD,293322.00,19101.57,,,
TATACONSUM,TATA CONSUMER PRODUCT LTD,502307.00,5484.52,,,
SWSOLAR,STRLNG & WIL REN ENE LTD,8968372.00,26985.11,,,
MTARTECH,MTAR TECHNOLOGIES LIMITED,313835.00,5654.48,,,
GAIL,GAIL (INDIA) LTD,17792375.00,33262.21,,,
LICHSGFIN,LIC HOUSING. FIN.- DEP RS,3003278.00,18194.42,,,
PIDILITIND,PIDILITE INDUSTRIES LTD,358035.00,5483.04,,,
PHARMABEES,NIPPONAMC - NETFPHARMA,7840884.00,1767.58,,,
MON100,MOTILAL OS NASDAQ100 ETF,1289803.00,2720.69,,,
PERSISTENT,PERSISTENT SYSTEMS LTD,503894.00,27597.24,,,
LTFOODS,LT FOODS LIMITED,1291039.00,5717.89,,,
HINDZINC,HINDUSTAN ZINC LIMITED,7283740.00,34922.95,,,
RALLIS,RALLIS INDIA LTD.,1279498.00,4318.38,,,
AUROPHARMA,AUROBINDO PHARMA LTD,827382.00,9600.15,,,
ONGC,OIL AND NATURAL GAS CORP.,11235975.00,28825.39,,,
ENGINERSIN,ENGINERSINNPP281299DEPO,11853145.00,25631.80,,,
GPPL,GUJARAT PIPAVAV PORT LTD,8463964.00,16887.52,,,
RBLBANK,RBL BANK LIMITED,13979165.00,36140.35,,,
NH,NARAYANA HRUDAYALAYA LTD.,578424.00,10814.90,,,
UTIAMC,UTI ASSET MNGMT CO LTD,254667.00,3437.45,,,
JUBLINGREA,JUBILANT INGREVIA LIMITED,1057192.00,7760.90,,,
MOREPENLAB,MOREPEN LAB. LTD,13725259.00,8304.90,,,
SDBL,SOM DIST & BREW LTD,6432733.00,8526.58,,,
ABREL,ADITYA BIRLA REAL EST LTD,394391.00,7921.09,,,
DBL,DILIP BUILDCON LIMITED,705434.00,3509.63,,,
GTLINFRA,GTL INFRA.LTD,6979330.00,118.97,,,
RAMCOCEM,THE RAMCO CEMENTS LIMITED,298022.00,3092.37,,,
TATAPOWER,TATA POWER CO LTD,9749353.00,38769.79,,,
ATGL,ADANI TOTAL GAS LIMITED,1674507.00,11693.94,,,
AEGISLOG,AEGIS LOGISTICS LTD,812570.00,6583.82,,,
THERMAX,THERMAX LTD,263155.00,9196.99,,,
VIPIND,VIP INDUSTRIES LTD,1093010.00,4821.40,,,
ELECON,ELECON ENG. CO. LTD,1227044.00,7657.62,,,
GODFRYPHLP,GODFREY PHILIPS-DEPO,846831.00,28689.73,,,
EIEL,ENVIRO INFRA ENGINEERS L,3731395.00,9754.93,,,
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,2600585.00,6262.71,,,
SURYAROSNI,SURYA ROSHNI LTD.,735631.00,2258.87,,,
SAIL,STEEL AUTHORITY OF INDIA,17440425.00,23101.78,,,
HINDOILEXP,HIND. OIL EXPLORATION,3932371.00,7798.73,,,
RTNPOWER,RATTANINDIA POWER LIMITED,24633886.00,3331.80,,,
ZENSARTECH,ZENSAR TECHNOLOGIES  LTD,746468.00,6082.56,,,
GMDCLTD,GUJARAT MIN. DEV. CORPN,4820405.00,23614.35,,,
GOCLCORP,GOCL CORPORATION LIMITED,346497.00,1343.51,,,
HGINFRA,H.G.INFRA ENGINEERING LTD,466571.00,5141.05,,,
AUBANK,AU SMALL FINANCE BANK LTD,953312.00,6993.41,,,
PENIND,PENNAR INDUSTRIES LTD,1902114.00,4474.54,,,
TIINDIA,TUBE INVEST OF INDIA LTD,161472.00,5256.96,,,
PRAJIND,PRAJ INDUSTRIES LTD,4569343.00,20776.13,,,
GENUSPOWER,GENUS POWER INFRASTRU LTD,3773512.00,13754.46,,,
INGERRAND,INGERSOLL-RAND DEPO-SETT.,62938.00,2203.84,,,
ASTERDM,ASTER DM HEALTHCARE LTD.,422271.00,2534.55,,,
360ONE,360 ONE WAM LIMITED,536410.00,5815.44,,,
NAM-INDIA,NIPPON L I A M LTD,704837.00,5100.71,,,
TARIL,TRANSFORMERS AND RECTIFIE,1456035.00,7616.95,,,
IOLCP,IOL CHEM AND PHARMA LTD,6262916.00,6576.07,,,
KIRIINDUS,KIRI INDUSTRIES LIMITED,2653519.00,16244.54,,,
PRECWIRE,PRECISIONWIRES I LTD,556631.00,1027.10,,,
GOCOLORS,GO FASHION INDIA LTD,124621.00,980.85,,,
LUPIN,LUPIN LIMITED,409980.00,8180.80,,,
GOPAL,GOPAL SNACKS LIMITED,574929.00,2093.69,,,
JAICORPLTD,JAI CORP LIMITED,1630597.00,2797.47,,,
EPL,EPL LIMITED,1768303.00,4117.05,,,
KELLTONTEC,KELLTON TECH SOL LTD,4570803.00,1229.61,,,
ISGEC,ISGEC HEAVY ENG LTD,183222.00,2010.88,,,
MOTISONS,MOTISONS JEWELLERS LTD,3923959.00,789.36,,,
TANLA,TANLA PLATFORMS LIMITED,2355235.00,16409.47,,,
YATRA,YATRA ONLINE LIMITED,1658987.00,2356.69,,,
SIGMA,SIGMA SOLVE LIMITED,3826.00,17.85,,,
NETWEB,NETWEB TECH INDIA LTD,498018.00,17052.68,,,
UFLEX,UFLEX LIMITED,206589.00,1174.61,,,
MIDCAPETF,MIRAEAMC - MAM150ETF,7451391.00,1598.75,,,
BHARTIHEXA,BHARTI HEXACOM LIMITED,148332.00,2626.40,,,
ROLEXRINGS,ROLEX RINGS LIMITED,112433.00,1649.91,,,
HDBFS,HDB FINANCIAL SERVICES L,525301.00,4036.17,,,
TIMKEN,TIMKEN INDIA LTD.,74398.00,2509.65,,,
3MINDIA,3M INDIA LIMITED,8595.00,2607.63,,,
CARTRADE,CARTRADE TECH LIMITED,220936.00,4726.29,,,
SUNTV,SUN TV NETWORK LIMITED,541781.00,3305.42,,,
LIQUID,MIRAEAMC - LIQUID,853.00,8.53,,,
IGARASHI,IGARASHI MOTORS INDIA LTD,179835.00,1003.03,,,
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,25849.00,1019.91,,,
WENDT,WENDT (INDIA) LIMITED,34221.00,3363.44,,,
GICHSGFIN,GIC HOUSING FINANCE LTD,1205401.00,2412.12,,,
AHLUCONT,AHLUWALIA CONT IND LTD,254765.00,2601.97,,,
MINDACORP,MINDA CORPORATION LTD,835098.00,4701.99,,,
ANUP,THE ANUP ENGINEERING LTD,92317.00,2421.54,,,
VMART,VMART RETAIL LTD,142063.00,1259.90,,,
V2RETAIL,V2 RETAIL LIMITED,336900.00,6674.72,,,
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,10107.00,1361.27,,,
TIIL,TECHNOCRAFT IND LTD,33802.00,921.25,,,
JYOTISTRUC,JYOTI STRUCTURES LTD,21979813.00,4095.87,,,
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,1071923.00,7418.46,,,
RGL,RENAISSANCE GLOBAL LTD,1086256.00,1409.41,,,
ALIVUS,ALIVUS LIFE SCIENCES LTD,223188.00,2314.00,,,
PRSMJOHNSN,PRISM JOHNSON LIMITED,1079035.00,1827.69,,,
METALIETF,ICICIPRAMC - METALIETF,6024784.00,612.89,,,
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,842428.00,3050.72,,,
HDFCMID150,HDFCAMC - HDFCMID150,824460.00,173.96,,,
GODREJCP,GODREJ CONSUMER PRODUCTS,504574.00,6275.87,,,
RAMCOIND,RAMCO INDUSTRIES LIMITED,734056.00,2403.83,,,
HIKAL,HIKALLIMITED,1255010.00,4109.40,,,
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,72667.00,825.02,,,
DEEPAKFERT,DEEPAK FERTILIZERS DEPO,639750.00,8497.46,,,
MUFIN,MUFIN GREEN FINANCE LTD,652403.00,587.20,,,
COHANCE,COHANCE LIFESCIENCES LTD,766615.00,7000.31,,,
KKCL,KEWAL KIRAN CLOTHING LTD,186307.00,945.39,,,
PGIL,PEARL GLOBAL IND LIMITED,114411.00,1606.48,,,
SUBROS,SUBROS LTD,127547.00,1323.23,,,
JSWCEMENT,JSW CEMENT LIMITED,3016988.00,4502.31,,,
EBGNG,GNG ELECTRONICS LIMITED,198511.00,745.92,,,
CERA,CERA SANITARYWARE LTD,47972.00,3212.86,,,
DYCL,DYNAMIC CABLES LIMITED,201103.00,880.29,,,
PRICOLLTD,PRICOL LIMITED,436404.00,2102.24,,,
NEULANDLAB,NEULAND LAB LTD.,51285.00,6951.92,,,
BFINVEST,BF INVESTMENT LIMITED,101992.00,547.25,,,
COSMOFIRST,COSMO FIRST LIMITED,429145.00,4318.92,,,
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1053631.00,3210.28,,,
SAILIFE,SAI LIFE SCIENCES LIMITED,854563.00,7413.29,,,
WONDERLA,WONDERLA HOLIDAYS LTD.,171166.00,1546.55,,,
HDFCSML250,HDFCAMC - HDFCSML250,3354695.00,5800.84,,,
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,937846.00,4698.24,,,
INDOTECH,INDO TECH TRANSFORM LTD.,7526.00,132.82,,,
KOPRAN,KOPRAN LTD,370474.00,678.35,,,
